ZINC02157368.        -13.3      0.000      0.000
ZINC04237087        -13.1      0.000      0.000
ZINC39106029.        -12.9      0.000      0.000
ZINC39252940.        -12.9      0.000      0.000
ZINC39106026.        -12.8      0.000      0.000
ZINC39106027.        -12.6      0.000      0.000
ZINC04237100.        -12.4      0.000      0.000
ZINC04665050.        -12.4      0.000      0.000
ZINC68569422.        -12.4      0.000      0.000
ZINC02156531.        -12.3      0.000      0.000
ZINC02157224.        -12.3      0.000      0.000
ZINC04237088        -12.3      0.000      0.000
ZINC02157390.        -12.2      0.000      0.000
ZINC04237101.        -12.2      0.000      0.000
ZINC02157393.        -12.1      0.000      0.000
ZINC04237091        -12.1      0.000      0.000
ZINC39252941.        -12.1      0.000      0.000
ZINC00405318.        -12.0      0.000      0.000
ZINC04237089        -12.0      0.000      0.000
ZINC33670554.        -12.0      0.000      0.000
ZINC02096033.        -11.9      0.000      0.000
ZINC06623658.        -11.9      0.000      0.000
ZINC08791615.        -11.9      0.000      0.000
ZINC68569433.        -11.9      0.000      0.000
ZINC04237102.        -11.8      0.000      0.000
ZINC08791534.        -11.8      0.000      0.000
ZINC15894229.        -11.8      0.000      0.000
ZINC68571797.        -11.8      0.000      0.000
ZINC02157365.        -11.7      0.000      0.000
ZINC08791610.        -11.7      0.000      0.000
ZINC13401850.        -11.7      0.000      0.000
ZINC15674144.        -11.7      0.000      0.000
ZINC70706660.        -11.7      0.000      0.000
ZINC01962739        -11.6      0.000      0.000
ZINC03843852.        -11.6      0.000      0.000
ZINC03999953.        -11.6      0.000      0.000
ZINC08791465.        -11.6      0.000      0.000
ZINC20046466.        -11.6      0.000      0.000
ZINC04655286.        -11.5      0.000      0.000
ZINC08298929        -11.5      0.000      0.000
ZINC20111193.        -11.5      0.000      0.000
ZINC68569602.        -11.5      0.000      0.000
ZINC68569603.        -11.5      0.000      0.000
ZINC68569621.        -11.5      0.000      0.000
ZINC70706672        -11.5      0.000      0.000
ZINC02095949.        -11.4      0.000      0.000
ZINC08791564.        -11.4      0.000      0.000
ZINC21469952.        -11.4      0.000      0.000
ZINC38969378.        -11.4      0.000      0.000
ZINC68571814.        -11.4      0.000      0.000
ZINC70686793.        -11.4      0.000      0.000
ZINC70706657.        -11.4      0.000      0.000
ZINC00525911.        -11.3      0.000      0.000
ZINC02095752.        -11.3      0.000      0.000
ZINC02096036.        -11.3      0.000      0.000
ZINC03843859.        -11.3      0.000      0.000
ZINC03999964.        -11.3      0.000      0.000
ZINC08791436.        -11.3      0.000      0.000
ZINC08791467.        -11.3      0.000      0.000
ZINC08791609.        -11.3      0.000      0.000
ZINC13401901.        -11.3      0.000      0.000
ZINC20046463.        -11.3      0.000      0.000
ZINC21487017.        -11.3      0.000      0.000
ZINC70686689.        -11.3      0.000      0.000
ZINC01962914        -11.2      0.000      0.000
ZINC03999812.        -11.2      0.000      0.000
ZINC03999814.        -11.2      0.000      0.000
ZINC03999954.        -11.2      0.000      0.000
ZINC03999985.        -11.2      0.000      0.000
ZINC06623710.        -11.2      0.000      0.000
ZINC12428080_1.        -11.2      0.000      0.000
ZINC13400793.        -11.2      0.000      0.000
ZINC13400799.        -11.2      0.000      0.000
ZINC13401869.        -11.2      0.000      0.000
ZINC15674162.        -11.2      0.000      0.000
ZINC20064218.        -11.2      0.000      0.000
ZINC21897756.        -11.2      0.000      0.000
ZINC39106028.        -11.2      0.000      0.000
ZINC68571780.        -11.2      0.000      0.000
ZINC70706667        -11.2      0.000      0.000
ZINC03999986.        -11.1      0.000      0.000
ZINC06556991_1.        -11.1      0.000      0.000
ZINC06623685.        -11.1      0.000      0.000
ZINC08791426.        -11.1      0.000      0.000
ZINC08791586.        -11.1      0.000      0.000
ZINC12428082.        -11.1      0.000      0.000
ZINC15674318_1.        -11.1      0.000      0.000
ZINC15674369.        -11.1      0.000      0.000
ZINC20064200.        -11.1      0.000      0.000
ZINC20064208.        -11.1      0.000      0.000
ZINC20109717.        -11.1      0.000      0.000
ZINC33804936.        -11.1      0.000      0.000
ZINC38969377.        -11.1      0.000      0.000
ZINC39252943.        -11.1      0.000      0.000
ZINC68569594.        -11.1      0.000      0.000
ZINC68569603_1.        -11.1      0.000      0.000
ZINC70686867.        -11.1      0.000      0.000
ZINC02156852.        -11.0      0.000      0.000
ZINC02157175.        -11.0      0.000      0.000
ZINC03999924.        -11.0      0.000      0.000
ZINC04655221        -11.0      0.000      0.000
ZINC08791590.        -11.0      0.000      0.000
ZINC13401778.        -11.0      0.000      0.000
ZINC13401886.        -11.0      0.000      0.000
ZINC33712670.        -11.0      0.000      0.000
ZINC39080169.        -11.0      0.000      0.000
ZINC70686697_1.        -11.0      0.000      0.000
ZINC02095898.        -10.9      0.000      0.000
ZINC02095900.        -10.9      0.000      0.000
ZINC02156980.        -10.9      0.000      0.000
ZINC02156984.        -10.9      0.000      0.000
ZINC02156988.        -10.9      0.000      0.000
ZINC02157452.        -10.9      0.000      0.000
ZINC03999753.        -10.9      0.000      0.000
ZINC03999955.        -10.9      0.000      0.000
ZINC03999984.        -10.9      0.000      0.000
ZINC08791381.        -10.9      0.000      0.000
ZINC08791480.        -10.9      0.000      0.000
ZINC08791506.        -10.9      0.000      0.000
ZINC13401881.        -10.9      0.000      0.000
ZINC15674173.        -10.9      0.000      0.000
ZINC15674310.        -10.9      0.000      0.000
ZINC15674373.        -10.9      0.000      0.000
ZINC20064220.        -10.9      0.000      0.000
ZINC20064228.        -10.9      0.000      0.000
ZINC20109717_2.        -10.9      0.000      0.000
ZINC33722893.        -10.9      0.000      0.000
ZINC39059825.        -10.9      0.000      0.000
ZINC39248718.        -10.9      0.000      0.000
ZINC39266268.        -10.9      0.000      0.000
ZINC00629842.        -10.8      0.000      0.000
ZINC02095844.        -10.8      0.000      0.000
ZINC02156405.        -10.8      0.000      0.000
ZINC02156536.        -10.8      0.000      0.000
ZINC02157178.        -10.8      0.000      0.000
ZINC03843776.        -10.8      0.000      0.000
ZINC03999782.        -10.8      0.000      0.000
ZINC03999848.        -10.8      0.000      0.000
ZINC04656499.        -10.8      0.000      0.000
ZINC04665051.        -10.8      0.000      0.000
ZINC05686280.        -10.8      0.000      0.000
ZINC06582254.        -10.8      0.000      0.000
ZINC06623663.        -10.8      0.000      0.000
ZINC06623690.        -10.8      0.000      0.000
ZINC06623691.        -10.8      0.000      0.000
ZINC06623699.        -10.8      0.000      0.000
ZINC08791434.        -10.8      0.000      0.000
ZINC08791455.        -10.8      0.000      0.000
ZINC13401855.        -10.8      0.000      0.000
ZINC15674158.        -10.8      0.000      0.000
ZINC15674328.        -10.8      0.000      0.000
ZINC15674381.        -10.8      0.000      0.000
ZINC20064222.        -10.8      0.000      0.000
ZINC20064229.        -10.8      0.000      0.000
ZINC20109717_1.        -10.8      0.000      0.000
ZINC33697265_1.        -10.8      0.000      0.000
ZINC33804938.        -10.8      0.000      0.000
ZINC39266254.        -10.8      0.000      0.000
ZINC68569435.        -10.8      0.000      0.000
ZINC68569494.        -10.8      0.000      0.000
ZINC68571852.        -10.8      0.000      0.000
ZINC70686759.        -10.8      0.000      0.000
ZINC02095780.        -10.7      0.000      0.000
ZINC02156840.        -10.7      0.000      0.000
ZINC02156855.        -10.7      0.000      0.000
ZINC02156992.        -10.7      0.000      0.000
ZINC03999811.        -10.7      0.000      0.000
ZINC06623666.        -10.7      0.000      0.000
ZINC08791410.        -10.7      0.000      0.000
ZINC08791566.        -10.7      0.000      0.000
ZINC08791575.        -10.7      0.000      0.000
ZINC12414014.        -10.7      0.000      0.000
ZINC12442380.        -10.7      0.000      0.000
ZINC12442382.        -10.7      0.000      0.000
ZINC15674218.        -10.7      0.000      0.000
ZINC15674252.        -10.7      0.000      0.000
ZINC15674294.        -10.7      0.000      0.000
ZINC15674342.        -10.7      0.000      0.000
ZINC20064198.        -10.7      0.000      0.000
ZINC33670552.        -10.7      0.000      0.000
ZINC33804937.        -10.7      0.000      0.000
ZINC38969379.        -10.7      0.000      0.000
ZINC01972519        -10.6      0.000      0.000
ZINC02095956.        -10.6      0.000      0.000
ZINC02095986.        -10.6      0.000      0.000
ZINC02156402.        -10.6      0.000      0.000
ZINC02157207_1.        -10.6      0.000      0.000
ZINC03843820.        -10.6      0.000      0.000
ZINC03843844.        -10.6      0.000      0.000
ZINC03999740.        -10.6      0.000      0.000
ZINC03999899.        -10.6      0.000      0.000
ZINC03999983.        -10.6      0.000      0.000
ZINC04102187.        -10.6      0.000      0.000
ZINC04102432.        -10.6      0.000      0.000
ZINC04104632.        -10.6      0.000      0.000
ZINC04655288.        -10.6      0.000      0.000
ZINC06556991_2.        -10.6      0.000      0.000
ZINC08791487.        -10.6      0.000      0.000
ZINC08791559.        -10.6      0.000      0.000
ZINC12428085_2.        -10.6      0.000      0.000
ZINC12442384.        -10.6      0.000      0.000
ZINC15674152.        -10.6      0.000      0.000
ZINC15674168.        -10.6      0.000      0.000
ZINC15674228.        -10.6      0.000      0.000
ZINC15674234.        -10.6      0.000      0.000
ZINC15674288.        -10.6      0.000      0.000
ZINC15674298.        -10.6      0.000      0.000
ZINC15674302.        -10.6      0.000      0.000
ZINC15674359.        -10.6      0.000      0.000
ZINC20064199.        -10.6      0.000      0.000
ZINC20064204.        -10.6      0.000      0.000
ZINC20064221.        -10.6      0.000      0.000
ZINC20064227.        -10.6      0.000      0.000
ZINC21986188.        -10.6      0.000      0.000
ZINC29042204        -10.6      0.000      0.000
ZINC33697262_1.        -10.6      0.000      0.000
ZINC33786641.        -10.6      0.000      0.000
ZINC39252942.        -10.6      0.000      0.000
ZINC49601524        -10.6      0.000      0.000
ZINC68569617.        -10.6      0.000      0.000
ZINC70686605.        -10.6      0.000      0.000
ZINC70686670.        -10.6      0.000      0.000
ZINC00000440.        -10.5      0.000      0.000
ZINC02095806.        -10.5      0.000      0.000
ZINC02095919.        -10.5      0.000      0.000
ZINC02096012.        -10.5      0.000      0.000
ZINC02156680.        -10.5      0.000      0.000
ZINC02156847.        -10.5      0.000      0.000
ZINC02156890.        -10.5      0.000      0.000
ZINC03843818.        -10.5      0.000      0.000
ZINC03999928.        -10.5      0.000      0.000
ZINC03999970.        -10.5      0.000      0.000
ZINC04099941.        -10.5      0.000      0.000
ZINC04104652.        -10.5      0.000      0.000
ZINC04655321.        -10.5      0.000      0.000
ZINC04672267.        -10.5      0.000      0.000
ZINC06623695.        -10.5      0.000      0.000
ZINC06623706.        -10.5      0.000      0.000
ZINC08791431.        -10.5      0.000      0.000
ZINC08791497.        -10.5      0.000      0.000
ZINC15674154.        -10.5      0.000      0.000
ZINC15674177.        -10.5      0.000      0.000
ZINC15674280.        -10.5      0.000      0.000
ZINC15674286.        -10.5      0.000      0.000
ZINC15674316.        -10.5      0.000      0.000
ZINC15674340.        -10.5      0.000      0.000
ZINC15674346.        -10.5      0.000      0.000
ZINC15674353.        -10.5      0.000      0.000
ZINC68571769.        -10.5      0.000      0.000
ZINC70686673.        -10.5      0.000      0.000
ZINC70686718.        -10.5      0.000      0.000
ZINC70686752.        -10.5      0.000      0.000
ZINC02156745.        -10.4      0.000      0.000
ZINC03843763.        -10.4      0.000      0.000
ZINC03843774.        -10.4      0.000      0.000
ZINC03843819.        -10.4      0.000      0.000
ZINC03843843.        -10.4      0.000      0.000
ZINC03843895.        -10.4      0.000      0.000
ZINC03999966.        -10.4      0.000      0.000
ZINC04665048.        -10.4      0.000      0.000
ZINC04665049.        -10.4      0.000      0.000
ZINC06567831.        -10.4      0.000      0.000
ZINC08791563.        -10.4      0.000      0.000
ZINC09660052.        -10.4      0.000      0.000
ZINC12422039.        -10.4      0.000      0.000
ZINC12422041.        -10.4      0.000      0.000
ZINC12428084.        -10.4      0.000      0.000
ZINC13401861.        -10.4      0.000      0.000
ZINC15674172.        -10.4      0.000      0.000
ZINC15674300.        -10.4      0.000      0.000
ZINC15674371.        -10.4      0.000      0.000
ZINC20111193_1.        -10.4      0.000      0.000
ZINC21984014.        -10.4      0.000      0.000
ZINC21984014_4.        -10.4      0.000      0.000
ZINC22001497.        -10.4      0.000      0.000
ZINC33737234.        -10.4      0.000      0.000
ZINC33769834.        -10.4      0.000      0.000
ZINC68569442.        -10.4      0.000      0.000
ZINC68569595.        -10.4      0.000      0.000
ZINC68571857.        -10.4      0.000      0.000
ZINC70686697.        -10.4      0.000      0.000
ZINC70686703.        -10.4      0.000      0.000
ZINC70686868.        -10.4      0.000      0.000
ZINC00000572.        -10.3      0.000      0.000
ZINC00406512.        -10.3      0.000      0.000
ZINC02095832.        -10.3      0.000      0.000
ZINC02095931.        -10.3      0.000      0.000
ZINC02095955.        -10.3      0.000      0.000
ZINC02095959.        -10.3      0.000      0.000
ZINC02095963.        -10.3      0.000      0.000
ZINC02112482        -10.3      0.000      0.000
ZINC03843765.        -10.3      0.000      0.000
ZINC03843766.        -10.3      0.000      0.000
ZINC03843885.        -10.3      0.000      0.000
ZINC03847771        -10.3      0.000      0.000
ZINC03999815.        -10.3      0.000      0.000
ZINC03999841.        -10.3      0.000      0.000
ZINC03999958.        -10.3      0.000      0.000
ZINC04104631.        -10.3      0.000      0.000
ZINC05685484        -10.3      0.000      0.000
