ZINC08297492	-9.4
ZINC08300268	-9.4
ZINC08790286	-9.4
ZINC08791166	-9.4
ZINC08877456	-9.4
ZINC12891324	-9.4
ZINC13424710	-9.4
ZINC15672332	-9.4
ZINC16995864	-9.4
ZINC17206157	-9.4
ZINC18178828_1	-9.4
ZINC20611545	-9.4
ZINC20611736	-9.4
ZINC20762431	-9.4
ZINC32124407	-9.4
ZINC35361525	-9.4
ZINC43061727	-9.4
ZINC70669980	-9.4
ZINC70708028	-9.4
ZINC70708460	-9.4
ZINC79188828	-9.4
ZINC79188955	-9.4
ZINC79194175	-9.4
ZINC01874263	-9.3
ZINC01897553	-9.3
ZINC01898165	-9.3
ZINC01900626	-9.3
ZINC02091375	-9.3
ZINC02102816	-9.3
ZINC02103083	-9.3
ZINC02108527	-9.3
ZINC02108857	-9.3
ZINC02108890	-9.3
ZINC02110919	-9.3
ZINC02111207	-9.3
ZINC02111434	-9.3
ZINC02118353	-9.3
ZINC02125623	-9.3
ZINC02137637	-9.3
ZINC02146661	-9.3
ZINC02150661	-9.3
ZINC02159454	-9.3
ZINC03875800	-9.3
ZINC04029880	-9.3
ZINC04237421	-9.3
ZINC05413272	-9.3
ZINC05415096	-9.3
ZINC05415099	-9.3
ZINC06624304	-9.3
ZINC08300247	-9.3
ZINC08300371	-9.3
ZINC08300395	-9.3
ZINC08789284	-9.3
ZINC08789981	-9.3
ZINC08877299	-9.3
ZINC08877830	-9.3
ZINC08879574	-9.3
ZINC12657069	-9.3
ZINC12662744	-9.3
ZINC12887067	-9.3
ZINC12890331	-9.3
ZINC13403020	-9.3
ZINC13424708	-9.3
ZINC16036715	-9.3
ZINC20412131	-9.3
ZINC20503489	-9.3
ZINC20759059	-9.3
ZINC20761717	-9.3
ZINC52955754	-9.3
ZINC62001797	-9.3
ZINC70670090	-9.3
ZINC70687286	-9.3
ZINC70700020	-9.3
ZINC70700221	-9.3
ZINC70701164	-9.3
ZINC70701202	-9.3
ZINC70707236	-9.3
ZINC70708130	-9.3
ZINC70708491	-9.3
ZINC79192427	-9.3
ZINC79194170	-9.3
ZINC00625243	-9.2
ZINC01320154	-9.2
ZINC01875407	-9.2
ZINC02091560	-9.2
ZINC02092607	-9.2
ZINC02092931	-9.2
ZINC02102620	-9.2
ZINC02107809	-9.2
ZINC02108703	-9.2
ZINC02109599	-9.2
ZINC02111096	-9.2
ZINC02111358	-9.2
ZINC02111436	-9.2
ZINC02111733	-9.2
ZINC02111909	-9.2
ZINC02113312	-9.2
ZINC02114181	-9.2
ZINC02114285	-9.2
ZINC02118278	-9.2
ZINC02118606	-9.2
ZINC02121012	-9.2
ZINC02121036	-9.2
ZINC02121309	-9.2
ZINC02132169	-9.2
ZINC02135236	-9.2
ZINC02137638	-9.2
ZINC02149310	-9.2
ZINC02153273	-9.2
ZINC02160440	-9.2
ZINC02160482	-9.2
ZINC02161329_1	-9.2
ZINC02161329	-9.2
ZINC02383031_1	-9.2
ZINC02383037	-9.2
ZINC02666274	-9.2
ZINC03845124	-9.2
ZINC03845544	-9.2
ZINC04237157	-9.2
ZINC04258929	-9.2
ZINC04259093	-9.2
ZINC04259104	-9.2
ZINC04259106	-9.2
ZINC04261444	-9.2
ZINC04265430	-9.2
ZINC05413561	-9.2
ZINC05440290	-9.2
ZINC06090650_1	-9.2
ZINC06090650	-9.2
ZINC06111655	-9.2
ZINC08740373	-9.2
ZINC08765149	-9.2
ZINC08790457	-9.2
ZINC08791241	-9.2
ZINC08791872	-9.2
ZINC08877092	-9.2
ZINC08877292	-9.2
ZINC08877690	-9.2
ZINC08878844	-9.2
ZINC08879054	-9.2
ZINC09580167	-9.2
ZINC11677033	-9.2
ZINC11677038	-9.2
ZINC12657071	-9.2
ZINC12890485	-9.2
ZINC15956900	-9.2
ZINC16994572	-9.2
ZINC17196210_1	-9.2
ZINC20411830	-9.2
ZINC20611962	-9.2
ZINC20759145	-9.2
ZINC20762982	-9.2
ZINC33937846	-9.2
ZINC35361524	-9.2
ZINC38139959	-9.2
ZINC43061727_1	-9.2
ZINC43649085_1	-9.2
ZINC49792351	-9.2
ZINC68569286	-9.2
ZINC68569435	-9.2
ZINC68572910_1	-9.2
ZINC70666045	-9.2
ZINC70687588	-9.2
ZINC70700213	-9.2
ZINC70701160	-9.2
ZINC70701281	-9.2
ZINC70706297	-9.2
ZINC70706523	-9.2
ZINC70706591	-9.2
ZINC70707438	-9.2
ZINC70707766	-9.2
ZINC70707858	-9.2
ZINC70708130_1	-9.2
ZINC70708389_1	-9.2
ZINC72324564_1	-9.2
ZINC72324564	-9.2
ZINC79188952	-9.2
ZINC79189606	-9.2
ZINC79190060	-9.2
ZINC00848446	-9.1
ZINC02090775	-9.1
ZINC02104425	-9.1
ZINC02106447	-9.1
ZINC02108856	-9.1
ZINC02109803	-9.1
ZINC02109805	-9.1
ZINC02111087	-9.1
ZINC02111963	-9.1
ZINC02112118	-9.1
ZINC02112660	-9.1
ZINC02113310	-9.1
ZINC02114093	-9.1
ZINC02114437	-9.1
ZINC02115756	-9.1
ZINC02117279	-9.1
ZINC02119310	-9.1
ZINC02121001	-9.1
ZINC02121034	-9.1
ZINC02125432	-9.1
ZINC02130397	-9.1
ZINC02130521	-9.1
ZINC02130599	-9.1
ZINC02147689	-9.1
ZINC02150164	-9.1
ZINC02157817	-9.1
ZINC02157826	-9.1
ZINC02159701	-9.1
ZINC02159933	-9.1
ZINC02575146	-9.1
ZINC03841480	-9.1
ZINC03841481	-9.1
ZINC03841731	-9.1
ZINC03841960	-9.1
ZINC03841968	-9.1
ZINC03843294	-9.1
ZINC03848528	-9.1
ZINC04028927	-9.1
ZINC04085246	-9.1
ZINC04085632	-9.1
ZINC04222225	-9.1
ZINC04237088	-9.1
ZINC04258889	-9.1
ZINC04270586	-9.1
ZINC05396102	-9.1
ZINC05413578	-9.1
ZINC06112278_1	-9.1
ZINC06624393	-9.1
ZINC06624538	-9.1
ZINC06924103	-9.1
ZINC08296863	-9.1
ZINC08300432	-9.1
ZINC08764798	-9.1
ZINC08791167	-9.1
ZINC08791759	-9.1
ZINC08877313	-9.1
ZINC08918302	-9.1
ZINC08918388	-9.1
ZINC08964828	-9.1
ZINC11867121	-9.1
ZINC12865497	-9.1
ZINC12869421	-9.1
ZINC12869427	-9.1
ZINC12885657	-9.1
ZINC12887795	-9.1
ZINC14951509_1	-9.1
ZINC14951509	-9.1
ZINC14951514_1	-9.1
ZINC14951514	-9.1
ZINC15672322	-9.1
ZINC15959836	-9.1
ZINC16956024	-9.1
ZINC18178828	-9.1
ZINC20611166	-9.1
ZINC20611413	-9.1
ZINC20756947	-9.1
ZINC20762431_1	-9.1
ZINC20762431_2	-9.1
ZINC35424677	-9.1
ZINC35485307	-9.1
ZINC35485310	-9.1
ZINC35518722	-9.1
ZINC36490780	-9.1
ZINC38139907	-9.1
ZINC43061727_2	-9.1
ZINC43649085	-9.1
ZINC59487379	-9.1
ZINC61997650	-9.1
ZINC61997683	-9.1
ZINC68568365	-9.1
ZINC68568370	-9.1
ZINC68572840_1	-9.1
ZINC68572910	-9.1
ZINC68573582	-9.1
ZINC68582922	-9.1
ZINC68583457	-9.1
ZINC68601323	-9.1
ZINC70666035	-9.1
ZINC70672860	-9.1
ZINC70687320	-9.1
ZINC70698186	-9.1
ZINC70699639	-9.1
ZINC70699829	-9.1
ZINC70700024	-9.1
ZINC70700956	-9.1
ZINC70701283	-9.1
ZINC70701476	-9.1
ZINC70706771	-9.1
ZINC70707443	-9.1
ZINC70712284	-9.1
ZINC70712370	-9.1
ZINC79188886	-9.1
ZINC79188893	-9.1
ZINC79192222	-9.1
ZINC00625248	-9.0
ZINC00959168	-9.0
ZINC01115247	-9.0
ZINC01514271	-9.0
ZINC01885999	-9.0
ZINC02087646	-9.0
ZINC02091371	-9.0
ZINC02091537	-9.0
ZINC02092118	-9.0
ZINC02092609	-9.0
ZINC02093592	-9.0
ZINC02096138	-9.0
ZINC02098056	-9.0
ZINC02108705	-9.0
ZINC02109044	-9.0
ZINC02109198	-9.0
ZINC02109611	-9.0
ZINC02109743	-9.0
ZINC02111360	-9.0
ZINC02111556	-9.0
ZINC02111732	-9.0
ZINC02111961	-9.0
ZINC02112535	-9.0
ZINC02113216	-9.0
ZINC02113691	-9.0
ZINC02113991	-9.0
ZINC02116527	-9.0
ZINC02117844	-9.0
ZINC02120730	-9.0
ZINC02120999	-9.0
ZINC02121154	-9.0
ZINC02121175	-9.0
ZINC02121901	-9.0
ZINC02125196	-9.0
ZINC02125476	-9.0
ZINC02125574	-9.0
ZINC02126101	-9.0
ZINC02130825	-9.0
ZINC02131030	-9.0
ZINC02137444	-9.0
ZINC02138001	-9.0
ZINC02147257	-9.0
ZINC02149584	-9.0
ZINC02149789	-9.0
ZINC02152200	-9.0
ZINC02155389	-9.0
ZINC02159243	-9.0
ZINC03840464	-9.0
ZINC03846797	-9.0
ZINC03851871	-9.0
ZINC03852371	-9.0
ZINC03873988	-9.0
ZINC04062734	-9.0
ZINC04073124	-9.0
ZINC04084406	-9.0
ZINC04086309	-9.0
ZINC04150060	-9.0
ZINC04235924	-9.0
ZINC04235972	-9.0
ZINC04236007	-9.0
ZINC04237096	-9.0
ZINC04237100	-9.0
ZINC04237246	-9.0
ZINC04258885	-9.0
ZINC04258906	-9.0
ZINC04258982	-9.0
ZINC04258987	-9.0
ZINC04259103	-9.0
ZINC04260273	-9.0
ZINC04268125	-9.0
ZINC04270571	-9.0
ZINC04277698	-9.0
ZINC04817561	-9.0
ZINC05411474	-9.0
ZINC05415066	-9.0
ZINC05434177	-9.0
ZINC06090653_1	-9.0
ZINC06090653	-9.0
ZINC06090655_1	-9.0
ZINC06090655	-9.0
ZINC06111661	-9.0
ZINC06137772	-9.0
ZINC06624577	-9.0
ZINC08296898	-9.0
ZINC08296907	-9.0
ZINC08297394	-9.0
ZINC08300419	-9.0
ZINC08382324	-9.0
ZINC08788877	-9.0
ZINC08790055	-9.0
ZINC08790124	-9.0
ZINC08791155	-9.0
ZINC08791240	-9.0
ZINC08791465	-9.0
ZINC08791610	-9.0
ZINC08876976	-9.0
ZINC08877879	-9.0
ZINC08918096	-9.0
ZINC08918259	-9.0
ZINC08918358	-9.0
ZINC12296493	-9.0
ZINC12296715	-9.0
ZINC12658943	-9.0
ZINC12662746	-9.0
ZINC12863900	-9.0
ZINC12865606	-9.0
ZINC12866674	-9.0
ZINC12884126	-9.0
ZINC12884853	-9.0
ZINC12889081	-9.0
ZINC12895934	-9.0
ZINC12899676	-9.0
ZINC13408241	-9.0
ZINC13570057_2	-9.0
ZINC13570057	-9.0
ZINC14162429	-9.0
ZINC14951505_1	-9.0
ZINC14951505	-9.0
ZINC15675889_1	-9.0
ZINC15675889	-9.0
ZINC15709489	-9.0
ZINC15958843	-9.0
ZINC15968009	-9.0
ZINC15969569	-9.0
ZINC15969575	-9.0
ZINC17194532	-9.0
ZINC17195519	-9.0
ZINC17196239_1	-9.0
ZINC17196917_1	-9.0
ZINC17835613_2	-9.0
ZINC18181779	-9.0
ZINC18208633	-9.0
ZINC20464237_1	-9.0
ZINC20610517	-9.0
ZINC20610621	-9.0
ZINC20761173	-9.0
ZINC20762982_2	-9.0
ZINC28818590	-9.0
ZINC35361902	-9.0
ZINC35365999	-9.0
ZINC35424686_1	-9.0
ZINC35424686	-9.0
ZINC36369734	-9.0
ZINC43746728	-9.0
ZINC49792350	-9.0
ZINC53282743	-9.0
ZINC68583454	-9.0
ZINC68583501	-9.0
ZINC68583540	-9.0
ZINC70669969	-9.0
ZINC70669981	-9.0
ZINC70670091	-9.0
ZINC70670093	-9.0
ZINC70672548	-9.0
ZINC70672722	-9.0
ZINC70672850	-9.0
ZINC70686498	-9.0
ZINC70687417	-9.0
ZINC70698683	-9.0
ZINC70699502	-9.0
ZINC70700182	-9.0
ZINC70700964	-9.0
ZINC70700966	-9.0
ZINC70701233	-9.0
ZINC70701325	-9.0
ZINC70706585	-9.0
ZINC70706657	-9.0
ZINC70706678	-9.0
ZINC70707260	-9.0
ZINC70707358	-9.0
ZINC70707782	-9.0
ZINC70708114_1	-9.0
ZINC70708114	-9.0
ZINC70708389	-9.0
ZINC70712208	-9.0
ZINC70712390	-9.0
ZINC79188884	-9.0
ZINC79189600	-9.0
ZINC79190055	-9.0
ZINC79193442	-9.0
ZINC79212753	-9.0
ZINC00639057	-8.9
ZINC01130750	-8.9
ZINC01320156	-8.9
ZINC01320955	-8.9
ZINC01494900	-8.9
ZINC01612996	-8.9
ZINC01821416	-8.9
ZINC01826252	-8.9
ZINC01876292	-8.9
ZINC02091522	-8.9
ZINC02092411	-8.9
ZINC02095837	-8.9
ZINC02097182	-8.9
ZINC02099794	-8.9
ZINC02101347	-8.9
ZINC02104140	-8.9
ZINC02108251	-8.9
ZINC02108365	-8.9
ZINC02108526	-8.9
ZINC02108635	-8.9
ZINC02108999	-8.9
ZINC02109046	-8.9
ZINC02109200	-8.9
ZINC02111219	-8.9
ZINC02111221	-8.9
ZINC02111370	-8.9
ZINC02111555	-8.9
ZINC02111557	-8.9
ZINC02113157	-8.9
ZINC02114650	-8.9
ZINC02117717	-8.9
ZINC02117822	-8.9
ZINC02118078	-8.9
ZINC02118796	-8.9
ZINC02118920	-8.9
ZINC02119552	-8.9
ZINC02123451	-8.9
ZINC02123480	-8.9
ZINC02124056	-8.9
ZINC02130073	-8.9
ZINC02138631	-8.9
ZINC02139772	-8.9
ZINC02148180	-8.9
ZINC02149270	-8.9
ZINC02149601	-8.9
ZINC02149603	-8.9
ZINC02150534	-8.9
ZINC02152641	-8.9
ZINC02153278	-8.9
ZINC02155139	-8.9
ZINC02158971	-8.9
ZINC02160442	-8.9
ZINC02160443	-8.9
ZINC02160480	-8.9
ZINC02229147	-8.9
ZINC02362441	-8.9
ZINC02575146_1	-8.9
ZINC03841348	-8.9
ZINC03844966	-8.9
ZINC03845515	-8.9
ZINC03978005	-8.9
ZINC04073334	-8.9
ZINC04085052	-8.9
ZINC04089819	-8.9
ZINC04174655	-8.9
ZINC04221947	-8.9
ZINC04222214	-8.9
ZINC04235919	-8.9
ZINC04236141	-8.9
ZINC04236430	-8.9
ZINC04237418	-8.9
ZINC04258794	-8.9
ZINC04258868	-8.9
ZINC04258871	-8.9
ZINC04258894	-8.9
ZINC04260274	-8.9
ZINC04265554	-8.9
ZINC04265773	-8.9
ZINC04277696	-8.9
ZINC05220992	-8.9
ZINC05413608	-8.9
ZINC05415104	-8.9
ZINC05433980	-8.9
ZINC05440371	-8.9
ZINC05441004	-8.9
ZINC06076842_1	-8.9
ZINC06076842	-8.9
ZINC06111574_1	-8.9
ZINC06111597	-8.9
ZINC06137747	-8.9
ZINC06286751	-8.9
ZINC06286752	-8.9
ZINC08296198	-8.9
ZINC08296347	-8.9
ZINC08297293	-8.9
ZINC08300271	-8.9
ZINC08300365	-8.9
ZINC08300369	-8.9
ZINC08686798	-8.9
ZINC08686801	-8.9
ZINC08740081	-8.9
ZINC08764579	-8.9
ZINC08766809	-8.9
ZINC08789992	-8.9
ZINC08790085	-8.9
ZINC08790144	-8.9
ZINC08790817	-8.9
ZINC08790960	-8.9
ZINC08791005	-8.9
ZINC08791394	-8.9
ZINC08791488	-8.9
ZINC08877171	-8.9
ZINC08877193	-8.9
ZINC08877331	-8.9
ZINC08877728	-8.9
ZINC08877784	-8.9
ZINC08877855	-8.9
ZINC08878793	-8.9
ZINC08918219	-8.9
ZINC08918241	-8.9
ZINC09303152	-8.9
ZINC11866181	-8.9
ZINC11867541	-8.9
ZINC12296537	-8.9
ZINC12296671	-8.9
ZINC12604292	-8.9
ZINC12654409	-8.9
ZINC12864495	-8.9
ZINC12864756	-8.9
ZINC12871961	-8.9
ZINC12883279	-8.9
ZINC12887790	-8.9
ZINC12890376	-8.9
ZINC12890464	-8.9
ZINC12891570	-8.9
ZINC12892219	-8.9
ZINC12893744	-8.9
ZINC12896253	-8.9
ZINC12898623	-8.9
ZINC13298260	-8.9
ZINC13401932_1	-8.9
ZINC13407203	-8.9
ZINC14951509_2	-8.9
ZINC14951514_2	-8.9
ZINC15957994	-8.9
ZINC15959591	-8.9
ZINC15967624	-8.9
ZINC15968013	-8.9
ZINC15969176	-8.9
ZINC15969571	-8.9
ZINC16919178	-8.9
ZINC16977130	-8.9
ZINC17029293	-8.9
ZINC17180928	-8.9
ZINC17196027_1	-8.9
ZINC17196210	-8.9
ZINC17197165	-8.9
ZINC17198127_1	-8.9
ZINC17779109	-8.9
ZINC17835613_1	-8.9
ZINC17835613	-8.9
ZINC18119905	-8.9
ZINC20464237	-8.9
ZINC20503607	-8.9
ZINC20610696_1	-8.9
ZINC20757328	-8.9
ZINC20757730	-8.9
ZINC20758950	-8.9
ZINC20759169	-8.9
ZINC20760801	-8.9
ZINC20761186_1	-8.9
ZINC20762673	-8.9
ZINC20762817	-8.9
ZINC20762982_1	-8.9
ZINC25529955	-8.9
ZINC27215486	-8.9
ZINC28818593	-8.9
ZINC31165113_1	-8.9
ZINC35190335	-8.9
ZINC35360954	-8.9
ZINC35361897	-8.9
ZINC35361905	-8.9
ZINC35424585	-8.9
ZINC35424666	-8.9
ZINC35424677_1	-8.9
ZINC36369497	-8.9
ZINC38139952_1	-8.9
ZINC38139952	-8.9
ZINC38139954_1	-8.9
ZINC38139954	-8.9
ZINC38167083	-8.9
ZINC41660875_1	-8.9
ZINC41660875	-8.9
ZINC43058484	-8.9
ZINC43058485	-8.9
ZINC43061733_2	-8.9
ZINC49792349	-8.9
ZINC51011026	-8.9
ZINC55065576	-8.9
ZINC59779788	-8.9
ZINC68568452	-8.9
ZINC68572904	-8.9
ZINC68574922	-8.9
ZINC68574946	-8.9
ZINC68582833	-8.9
ZINC68582937	-8.9
ZINC68583351	-8.9
ZINC68583537	-8.9
ZINC70669967	-8.9
ZINC70670079	-8.9
ZINC70670178	-8.9
ZINC70687121	-8.9
ZINC70687788	-8.9
ZINC70698122	-8.9
ZINC70699472	-8.9
ZINC70699696	-8.9
ZINC70699835	-8.9
ZINC70700374	-8.9
ZINC70700899	-8.9
ZINC70701152	-8.9
ZINC70701326	-8.9
ZINC70701357	-8.9
ZINC70701390	-8.9
ZINC70706327	-8.9
ZINC70706357	-8.9
ZINC70706785	-8.9
ZINC70707169	-8.9
ZINC70707406	-8.9
ZINC70707674	-8.9
ZINC70708112	-8.9
ZINC70708392	-8.9
ZINC70712201	-8.9
ZINC70712303	-8.9
ZINC71404615	-8.9
ZINC71404937_1	-8.9
ZINC71404937	-8.9
ZINC71788356	-8.9
ZINC79188485	-8.9
ZINC79189526	-8.9
ZINC79191346	-8.9
ZINC79194164	-8.9
ZINC00625252	-8.8
ZINC00797198	-8.8
ZINC01444192	-8.8
ZINC01787663	-8.8
ZINC01898162	-8.8
ZINC02087645	-8.8
ZINC02091318	-8.8
ZINC02093568	-8.8
ZINC02095956	-8.8
ZINC02097513	-8.8
ZINC02097658	-8.8
ZINC02099146	-8.8
ZINC02102081	-8.8
ZINC02104961	-8.8
ZINC02105209	-8.8
ZINC02108637	-8.8
ZINC02109001	-8.8
ZINC02109597	-8.8
ZINC02109630	-8.8
ZINC02109724	-8.8
ZINC02109745	-8.8
ZINC02112648	-8.8
ZINC02114669	-8.8
ZINC02114825	-8.8
ZINC02115045	-8.8
ZINC02115219	-8.8
ZINC02118851	-8.8
ZINC02120048	-8.8
ZINC02120975	-8.8
ZINC02122312	-8.8
ZINC02126224	-8.8
ZINC02126232	-8.8
ZINC02129668	-8.8
ZINC02129853	-8.8
ZINC02129997	-8.8
ZINC02130647	-8.8
ZINC02130826	-8.8
ZINC02134311	-8.8
ZINC02135418_1	-8.8
ZINC02135418	-8.8
ZINC02138123	-8.8
ZINC02145517	-8.8
ZINC02151417	-8.8
ZINC02152119	-8.8
ZINC02152311	-8.8
ZINC02155292	-8.8
ZINC02156840	-8.8
ZINC02157368	-8.8
ZINC02159271	-8.8
ZINC02230947	-8.8
ZINC02277952	-8.8
ZINC02358720	-8.8
ZINC03107009	-8.8
ZINC03679019	-8.8
ZINC03841331	-8.8
ZINC03841350	-8.8
ZINC03841394	-8.8
ZINC03841469	-8.8
ZINC03841470	-8.8
ZINC03844734	-8.8
ZINC03845263	-8.8
ZINC04015819	-8.8
ZINC04028160	-8.8
ZINC04046706	-8.8
ZINC04073314	-8.8
ZINC04073532	-8.8
ZINC04085432	-8.8
ZINC04085515	-8.8
ZINC04085588	-8.8
ZINC04086242	-8.8
ZINC04174653	-8.8
ZINC04222163	-8.8
ZINC04222172	-8.8
ZINC04235914	-8.8
ZINC04236044	-8.8
ZINC04236421	-8.8
ZINC04237097	-8.8
ZINC04237250	-8.8
ZINC04237394	-8.8
ZINC04237420	-8.8
ZINC04258787	-8.8
ZINC04258985	-8.8
ZINC04258988	-8.8
ZINC04259077	-8.8
ZINC04265492	-8.8
ZINC04311603	-8.8
ZINC04350603	-8.8
ZINC04404594	-8.8
ZINC04433451	-8.8
ZINC04655286	-8.8
ZINC05434062	-8.8
ZINC05959602_1	-8.8
ZINC05959602	-8.8
ZINC06111549_1	-8.8
ZINC06111549	-8.8
ZINC06111601_1	-8.8
ZINC06111601	-8.8
ZINC06112278	-8.8
ZINC06142014	-8.8
ZINC06167786	-8.8
ZINC06197799	-8.8
ZINC06624328	-8.8
ZINC06624329	-8.8
ZINC06624367	-8.8
ZINC06624464	-8.8
ZINC06624509	-8.8
ZINC06624522	-8.8
ZINC08295036	-8.8
ZINC08295679	-8.8
ZINC08296545	-8.8
ZINC08296726	-8.8
ZINC08296743	-8.8
ZINC08296768	-8.8
ZINC08297934	-8.8
ZINC08300274	-8.8
ZINC08300330	-8.8
ZINC08300366	-8.8
ZINC08300387	-8.8
ZINC08300398	-8.8
ZINC08740017	-8.8
ZINC08762747	-8.8
ZINC08789360	-8.8
ZINC08790130	-8.8
ZINC08790173	-8.8
ZINC08790719	-8.8
ZINC08790851	-8.8
ZINC08790974	-8.8
ZINC08791064	-8.8
ZINC08791137	-8.8
ZINC08791615	-8.8
ZINC08791867	-8.8
ZINC08878063	-8.8
ZINC08878098	-8.8
ZINC08878113	-8.8
ZINC08879798	-8.8
ZINC08918047	-8.8
ZINC08918089	-8.8
ZINC08918210	-8.8
ZINC08918445	-8.8
ZINC11867349	-8.8
ZINC11867353	-8.8
ZINC12274462	-8.8
ZINC12296682	-8.8
ZINC12530136_1	-8.8
ZINC12654668	-8.8
ZINC12863193	-8.8
ZINC12864651	-8.8
ZINC12865513	-8.8
ZINC12872296	-8.8
ZINC12879547	-8.8
ZINC12884117	-8.8
ZINC12885588	-8.8
ZINC12885716	-8.8
ZINC12896745	-8.8
ZINC13424709	-8.8
ZINC13539681	-8.8
ZINC13539684	-8.8
ZINC13570057_1	-8.8
ZINC13571702	-8.8
ZINC15707599	-8.8
ZINC15957594	-8.8
ZINC15959298	-8.8
ZINC15959325	-8.8
ZINC15959436	-8.8
ZINC15959838	-8.8
ZINC15959872	-8.8
ZINC15959932	-8.8
ZINC15968568	-8.8
ZINC15969695	-8.8
ZINC15969776	-8.8
ZINC16026352	-8.8
ZINC16972169	-8.8
ZINC17028244	-8.8
ZINC17029294	-8.8
ZINC17029356	-8.8
ZINC17196027	-8.8
ZINC17198127	-8.8
ZINC17836636	-8.8
ZINC18116894	-8.8
ZINC18169455	-8.8
ZINC18176990	-8.8
ZINC18209074	-8.8
ZINC19702999	-8.8
ZINC19782240_1	-8.8
ZINC19882437	-8.8
ZINC20410449	-8.8
ZINC20501861_2	-8.8
ZINC20609937	-8.8
ZINC20611078	-8.8
ZINC20611122	-8.8
ZINC20611461_1	-8.8
ZINC20612101_1	-8.8
ZINC20612101_2	-8.8
ZINC20612101	-8.8
ZINC20757543	-8.8
ZINC20761572	-8.8
ZINC31165113	-8.8
ZINC35424585_1	-8.8
ZINC35424699_1	-8.8
ZINC35424699	-8.8
ZINC35424743	-8.8
ZINC35485247	-8.8
ZINC36302866	-8.8
ZINC36368052	-8.8
ZINC38139963	-8.8
ZINC38144950	-8.8
ZINC52969269	-8.8
ZINC61997536	-8.8
ZINC61997722	-8.8
ZINC61997752	-8.8
ZINC61999375	-8.8
ZINC67870831	-8.8
ZINC68571989	-8.8
ZINC68572841	-8.8
ZINC68572906_1	-8.8
ZINC68572906	-8.8
ZINC68572909_1	-8.8
ZINC68572909	-8.8
ZINC68582535_1	-8.8
ZINC68582919	-8.8
ZINC68583102	-8.8
ZINC68583671	-8.8
ZINC68583673	-8.8
ZINC68589040	-8.8
ZINC68601044	-8.8
ZINC70664535	-8.8
ZINC70665786	-8.8
ZINC70669989	-8.8
ZINC70670046	-8.8
ZINC70670092	-8.8
ZINC70670221	-8.8
ZINC70672720	-8.8
ZINC70686494	-8.8
ZINC70686954	-8.8
ZINC70687330	-8.8
ZINC70698228	-8.8
ZINC70699148	-8.8
ZINC70699172	-8.8
ZINC70699178	-8.8
